Gene/Build	Transcript/Chr	Region	Amplicon	Start Pos	End Pos	Chromosome	GRCh37 Genomic ID	GRCh37 Genomic Start	GRCh37 Genomic End
TGFBR1	NM_004612.2	Exon 03	03	c.344-15	c.574+15	9	NC_000009.11	101894776	101895036
TGFBR1	NM_004612.2	Exon 04	04	c.575-15	c.805+15	9	NC_000009.11	101900126	101900386
TGFBR1	NM_004612.2	Exon 05	05	c.806-15	c.973+15	9	NC_000009.11	101904803	101905000
TGFBR1	NM_004612.2	Exon 06	06	c.974-15	c.1130+15	9	NC_000009.11	101906999	101907185
TGFBR1	NM_004612.2	Exon 07	07	c.1131-15	c.1255+15	9	NC_000009.11	101908752	101908906
TGFBR1	NM_004612.2	Exon 08	08	c.1256-15	c.1386+15	9	NC_000009.11	101909921	101910081
TGFBR1	NM_004612.2	Exon 09	09	c.1387-15	c.*15	9	NC_000009.11	101911447	101911602
TGFBR2	NM_001024847.2	Exon 01A	01A	c.95-15	c.169+15	3	NC_000003.11	30664676	30664780
TGFBR2	NM_003242.5	Exon 01	01	c.-15	c.94+15	3	NC_000003.11	30648361	30648484
TGFBR2	NM_003242.5	Exon 02	02	c.95-15	c.263+15	3	NC_000003.11	30686224	30686422
TGFBR2	NM_003242.5	Exon 03	03	c.264-15	c.454+15	3	NC_000003.11	30691747	30691967
TGFBR2	NM_003242.5	Exon 04	04	c.455-15	c.1254+15	3	NC_000003.11	30713115	30713944
TGFBR2	NM_003242.5	Exon 05	05	c.1255-15	c.1396+15	3	NC_000003.11	30715582	30715753
TGFBR2	NM_003242.5	Exon 06	06	c.1397-15	c.1524+15	3	NC_000003.11	30729861	30730018
TGFBR2	NM_003242.5	Exon 07	07	c.1525-15	c.*15	3	NC_000003.11	30732897	30733106
TMEM43	NM_024334.2	Exon 01	01	c.-15	c.12+15	3	NC_000003.11	14166679	14166720
TMEM43	NM_024334.2	Exon 02	02	c.13-15	c.162+15	3	NC_000003.11	14170897	14171076
TMEM43	NM_024334.2	Exon 03	03	c.163-15	c.297+15	3	NC_000003.11	14172307	14172471
TMEM43	NM_024334.2	Exon 04	04	c.298-15	c.392+15	3	NC_000003.11	14173065	14173189
TMEM43	NM_024334.2	Exon 05	05	c.393-15	c.442+15	3	NC_000003.11	14174031	14174110
TMEM43	NM_024334.2	Exon 06	06	c.443-15	c.512+15	3	NC_000003.11	14174351	14174450
TMEM43	NM_024334.2	Exon 07	07	c.513-15	c.583+15	3	NC_000003.11	14175224	14175324
TMEM43	NM_024334.2	Exon 08	08	c.584-15	c.705+15	3	NC_000003.11	14176255	14176406
TMEM43	NM_024334.2	Exon 09	09	c.706-15	c.780+15	3	NC_000003.11	14176643	14176747
TMEM43	NM_024334.2	Exon 10	10	c.781-15	c.882+15	3	NC_000003.11	14177292	14177423
TMEM43	NM_024334.2	Exon 11	11	c.883-15	c.1000+15	3	NC_000003.11	14180665	14180812
TMEM43	NM_024334.2	Exon 12	12	c.1001-15	c.*15	3	NC_000003.11	14183078	14183310
TNNI3	NM_000363.4	Exon 01	01	c.-15	c.11+15	19	NC_000019.9	55668972	55668932
TNNI3	NM_000363.4	Exon 02	02	c.12-15	c.24+15	19	NC_000019.9	55668691	55668649
TNNI3	NM_000363.4	Exon 03	03	c.25-15	c.108+15	19	NC_000019.9	55668516	55668403
TNNI3	NM_000363.4	Exon 04	04	c.109-15	c.150+15	19	NC_000019.9	55668027	55667956
TNNI3	NM_000363.4	Exon 05	05	c.151-15	c.282+15	19	NC_000019.9	55667715	55667554
TNNI3	NM_000363.4	Exon 06	06	c.283-15	c.372+15	19	NC_000019.9	55666213	55666094
TNNI3	NM_000363.4	Exon 07	07	c.373-15	c.549+15	19	NC_000019.9	55665589	55665383
TNNI3	NM_000363.4	Exon 08	08	c.550-15	c.*15	19	NC_000019.9	55663300	55663187
TNNT2	NM_000364.2	Exon 04A	04A	c.68-15	c.97+15	1	NC_000001.10	201338988	201338929
TNNT2	NM_001001430.1	Exon 02	02	c.-14-1	c.41+15	1	NC_000001.10	201342397	201342327
TNNT2	NM_001001430.1	Exon 03	03	c.42-15	c.52+15	1	NC_000001.10	201341298	201341258
TNNT2	NM_001001430.1	Exon 04	04	c.53-15	c.67+15	1	NC_000001.10	201341184	201341140
TNNT2	NM_001001430.1	Exon 05	05	c.68-15	c.133+15	1	NC_000001.10	201337370	201337275
TNNT2	NM_001001430.1	Exon 06	06	c.134-15	c.169+15	1	NC_000001.10	201336949	201336884
TNNT2	NM_001001430.1	Exon 07	07	c.170-15	c.203+15	1	NC_000001.10	201336014	201335951
TNNT2	NM_001001430.1	Exon 08	08	c.204-15	c.264+15	1	NC_000001.10	201334813	201334723
TNNT2	NM_001001430.1	Exon 09	09	c.265-15	c.381+15	1	NC_000001.10	201334450	201334304
TNNT2	NM_001001430.1	Exon 10	10	c.382-15	c.459+15	1	NC_000001.10	201333518	201333411
TNNT2	NM_001001430.1	Exon 11	11	c.460-15	c.570+15	1	NC_000001.10	201332549	201332409
TNNT2	NM_001001430.1	Exon 12	12	c.571-15	c.579+15	1	NC_000001.10	201331537	201331499
TNNT2	NM_001001430.1	Exon 13	13	c.580-15	c.689+15	1	NC_000001.10	201331165	201331026
TNNT2	NM_001001430.1	Exon 14	14	c.690-15	c.780+15	1	NC_000001.10	201330512	201330392
TNNT2	NM_001001430.1	Exon 15	15	c.781-15	c.821+15	1	NC_000001.10	201328806	201328736
TNNT2	NM_001001430.1	Exon 16	16	c.822-15	c.*15	1	NC_000001.10	201328398	201328323
TP53	NM_000546.4	Exon 02	02	c.-15	c.74+15	17	NC_000017.10	7579927	7579824
TP53	NM_000546.4	Exon 03	03	c.75-15	c.96+15	17	NC_000017.10	7579736	7579685
TP53	NM_000546.4	Exon 04	04	c.97-15	c.375+15	17	NC_000017.10	7579605	7579297
TP53	NM_000546.4	Exon 05	05	c.376-15	c.559+15	17	NC_000017.10	7578569	7578356
TP53	NM_000546.4	Exon 06	06	c.560-15	c.672+15	17	NC_000017.10	7578304	7578162
TP53	NM_000546.4	Exon 07	07	c.673-15	c.782+15	17	NC_000017.10	7577623	7577484
TP53	NM_000546.4	Exon 08	08	c.783-15	c.919+15	17	NC_000017.10	7577170	7577004
TP53	NM_000546.4	Exon 09	09	c.920-15	c.993+15	17	NC_000017.10	7576941	7576838
TP53	NM_000546.4	Exon 10	10	c.994-15	c.1100+15	17	NC_000017.10	7574048	7573912
TP53	NM_000546.4	Exon 11	11	c.1101-15	c.*15	17	NC_000017.10	7573023	7572912
TPM1	NM_000366.5	Exon 01	01	c.-15	c.114+15	15	NC_000015.9	63335014	63335157
TPM1	NM_000366.5	Exon 02	02	c.115-15	c.240+15	15	NC_000015.9	63336211	63336366
TPM1	NM_000366.5	Exon 03	03	c.241-15	c.374+15	15	NC_000015.9	63349169	63349332
TPM1	NM_000366.5	Exon 04	04	c.375-15	c.492+15	15	NC_000015.9	63351747	63351894
TPM1	NM_000366.5	Exon 05	05	c.493-15	c.563+15	15	NC_000015.9	63353053	63353153
TPM1	NM_000366.5	Exon 06A	06A	c.564-15	c.639+15	15	NC_000015.9	63353382	63353487
TPM1	NM_000366.5	Exon 07	07	c.640-15	c.702+15	15	NC_000015.9	63354399	63354491
TPM1	NM_000366.5	Exon 08	08	c.703-15	c.772+15	15	NC_000015.9	63354760	63354859
TPM1	NM_000366.5	Exon 09	09	c.773-15	c.*15	15	NC_000015.9	63356248	63356360
TPM1	NM_001018005.1	Exon 06B	06B	c.564-15	c.639+15	15	NC_000015.9	63353897	63354002
TPM1	NM_001018005.1	Exon 10	10	c.852-15	c.*15	15	NC_000015.9	63358080	63358113
TPM1	NM_001018008.1	Exon 02A	02A	c.-15	c.132+15	15	NC_000015.9	63340760	63340921
TPM1	NM_001018008.1	Exon 10A	10A	c.665-15	c.*15	15	NC_000015.9	63362054	63362157
TPM1	NM_001018020.1	Exon 01A	01A	c.115-15	c.240+15	15	NC_000015.9	63335890	63336045
TPM1	NM_001018020.1	Exon 10B	10B	c.773-15	c.*15	15	NC_000015.9	63363274	63363386
TSC1	NM_000368.4	Exon 03	03	c.-15	c.106+15	9	NC_000009.11	135804274	135804139
TSC1	NM_000368.4	Exon 04	04	c.107-15	c.210+15	9	NC_000009.11	135802706	135802573
TSC1	NM_000368.4	Exon 05	05	c.211-15	c.363+15	9	NC_000009.11	135801141	135800959
TSC1	NM_000368.4	Exon 06	06	c.364-15	c.508+15	9	NC_000009.11	135798894	135798720
TSC1	NM_000368.4	Exon 07	07	c.509-15	c.663+15	9	NC_000009.11	135797375	135797191
TSC1	NM_000368.4	Exon 08	08	c.664-15	c.737+15	9	NC_000009.11	135796838	135796735
TSC1	NM_000368.4	Exon 09	09	c.738-15	c.913+15	9	NC_000009.11	135787859	135787654
TSC1	NM_000368.4	Exon 10	10	c.914-15	c.1029+15	9	NC_000009.11	135786970	135786825
TSC1	NM_000368.4	Exon 11	11	c.1030-15	c.1141+15	9	NC_000009.11	135786515	135786374
TSC1	NM_000368.4	Exon 12	12	c.1142-15	c.1263+15	9	NC_000009.11	135786094	135785943
TSC1	NM_000368.4	Exon 13	13	c.1264-15	c.1333+15	9	NC_000009.11	135782772	135782673
TSC1	NM_000368.4	Exon 14	14	c.1334-15	c.1438+15	9	NC_000009.11	135782237	135782103
TSC1	NM_000368.4	Exon 15	15	c.1439-15	c.1997+15	9	NC_000009.11	135781541	135780953
TSC1	NM_000368.4	Exon 16	16	c.1998-15	c.2041+15	9	NC_000009.11	135779856	135779783
TSC1	NM_000368.4	Exon 17	17	c.2042-15	c.2208+15	9	NC_000009.11	135779219	135779023
TSC1	NM_000368.4	Exon 18	18	c.2209-15	c.2391+15	9	NC_000009.11	135778189	135777977
TSC1	NM_000368.4	Exon 19	19	c.2392-15	c.2502+15	9	NC_000009.11	135777101	135776961
TSC1	NM_000368.4	Exon 20	20	c.2503-15	c.2625+15	9	NC_000009.11	135776239	135776087
TSC1	NM_000368.4	Exon 21	21	c.2626-15	c.2813+15	9	NC_000009.11	135773012	135772795
TSC1	NM_000368.4	Exon 22	22	c.2814-15	c.2975+15	9	NC_000009.11	135772747	135772556
TSC1	NM_000368.4	Exon 23	23	c.2976-15	c.*15	9	NC_000009.11	135772156	135771607
TSC2	NM_000548.3	Exon 02	02	c.-15	c.138+15	16	NC_000016.9	2098602	2098769
TSC2	NM_000548.3	Exon 03	03	c.139-15	c.225+15	16	NC_000016.9	2100386	2100502
TSC2	NM_000548.3	Exon 04	04	c.226-15	c.336+15	16	NC_000016.9	2103328	2103468
TSC2	NM_000548.3	Exon 05	05	c.337-15	c.481+15	16	NC_000016.9	2104282	2104456
TSC2	NM_000548.3	Exon 06	06	c.482-15	c.599+15	16	NC_000016.9	2105388	2105535
TSC2	NM_000548.3	Exon 07	07	c.600-15	c.648+15	16	NC_000016.9	2106182	2106260
TSC2	NM_000548.3	Exon 08	08	c.649-15	c.774+15	16	NC_000016.9	2106630	2106785
TSC2	NM_000548.3	Exon 09	09	c.775-15	c.848+15	16	NC_000016.9	2107091	2107194
TSC2	NM_000548.3	Exon 10	10	c.849-15	c.975+15	16	NC_000016.9	2108733	2108889
TSC2	NM_000548.3	Exon 11	11	c.976-15	c.1119+15	16	NC_000016.9	2110656	2110829
TSC2	NM_000548.3	Exon 12	12	c.1120-15	c.1257+15	16	NC_000016.9	2111857	2112024
TSC2	NM_000548.3	Exon 13	13	c.1258-15	c.1361+15	16	NC_000016.9	2112483	2112616
TSC2	NM_000548.3	Exon 14	14	c.1362-15	c.1443+15	16	NC_000016.9	2112958	2113069
TSC2	NM_000548.3	Exon 15	15	c.1444-15	c.1599+15	16	NC_000016.9	2114258	2114443
TSC2	NM_000548.3	Exon 16	16	c.1600-15	c.1716+15	16	NC_000016.9	2115505	2115651
TSC2	NM_000548.3	Exon 17	17	c.1717-15	c.1839+15	16	NC_000016.9	2120442	2120594
TSC2	NM_000548.3	Exon 18	18	c.1840-15	c.1946+15	16	NC_000016.9	2121496	2121632
TSC2	NM_000548.3	Exon 19	19	c.1947-15	c.2097+15	16	NC_000016.9	2121770	2121950
TSC2	NM_000548.3	Exon 20	20	c.2098-15	c.2220+15	16	NC_000016.9	2122227	2122379
TSC2	NM_000548.3	Exon 21	21	c.2221-15	c.2355+15	16	NC_000016.9	2122835	2122999
TSC2	NM_000548.3	Exon 22	22	c.2356-15	c.2545+15	16	NC_000016.9	2124186	2124405
TSC2	NM_000548.3	Exon 23	23	c.2546-15	c.2639+15	16	NC_000016.9	2125785	2125908
TSC2	NM_000548.3	Exon 24	24	c.2640-15	c.2742+15	16	NC_000016.9	2126054	2126186
TSC2	NM_000548.3	Exon 25	25	c.2743-15	c.2837+15	16	NC_000016.9	2126477	2126601
TSC2	NM_000548.3	Exon 26	26	c.2838-15	c.2966+15	16	NC_000016.9	2127584	2127742
TSC2	NM_000548.3	Exon 27	27	c.2967-15	c.3131+15	16	NC_000016.9	2129018	2129212
TSC2	NM_000548.3	Exon 28	28	c.3132-15	c.3284+15	16	NC_000016.9	2129262	2129444
TSC2	NM_000548.3	Exon 29	29	c.3285-15	c.3397+15	16	NC_000016.9	2129543	2129685
TSC2	NM_000548.3	Exon 30	30	c.3398-15	c.3610+15	16	NC_000016.9	2130151	2130393
TSC2	NM_000548.3	Exon 31	31	c.3611-15	c.3814+15	16	NC_000016.9	2131581	2131814
TSC2	NM_000548.3	Exon 32	32	c.3815-15	c.3883+15	16	NC_000016.9	2132422	2132520
TSC2	NM_000548.3	Exon 33	33	c.3884-15	c.4005+15	16	NC_000016.9	2133681	2133832
TSC2	NM_000548.3	Exon 34	34	c.4006-15	c.4493+15	16	NC_000016.9	2134214	2134731
TSC2	NM_000548.3	Exon 35	35	c.4494-15	c.4569+15	16	NC_000016.9	2134937	2135042
TSC2	NM_000548.3	Exon 36	36	c.4570-15	c.4662+15	16	NC_000016.9	2135216	2135338
TSC2	NM_000548.3	Exon 37	37	c.4663-15	c.4849+15	16	NC_000016.9	2136179	2136395
TSC2	NM_000548.3	Exon 38	38	c.4850-15	c.4989+15	16	NC_000016.9	2136718	2136887
TSC2	NM_000548.3	Exon 39	39	c.4990-15	c.5068+15	16	NC_000016.9	2137849	2137957
TSC2	NM_000548.3	Exon 40	40	c.5069-15	c.5160+15	16	NC_000016.9	2138034	2138155
TSC2	NM_000548.3	Exon 41	41	c.5161-15	c.5259+15	16	NC_000016.9	2138213	2138341
TSC2	NM_000548.3	Exon 42	42	c.5260-15	c.*15	16	NC_000016.9	2138432	2138626
VHL	NM_000551.2	Exon 01	01	c.-15	c.340+15	3	NC_000003.11	10183517	10183886
VHL	NM_000551.2	Exon 02	02	c.341-15	c.463+15	3	NC_000003.11	10188183	10188335
VHL	NM_000551.2	Exon 03	03	c.464-15	c.*15	3	NC_000003.11	10191456	10191664
WT1	NM_001198551.1	Exon 01B	01B	c.-15	c.10+15	11	NC_000011.9	32452100	32452061
WT1	NM_024426.4	Exon 01	01	c.-15	c.646+15	11	NC_000011.9	32456906	32456231
WT1	NM_024426.4	Exon 02	02	c.647-15	c.769+15	11	NC_000011.9	32450180	32450028
WT1	NM_024426.4	Exon 03	03	c.770-15	c.872+15	11	NC_000011.9	32449619	32449487
WT1	NM_024426.4	Exon 04	04	c.873-15	c.950+15	11	NC_000011.9	32439215	32439108
WT1	NM_024426.4	Exon 05	05	c.951-15	c.1001+15	11	NC_000011.9	32438101	32438021
WT1	NM_024426.4	Exon 06	06	c.1002-15	c.1098+15	11	NC_000011.9	32421605	32421479
WT1	NM_024426.4	Exon 07	07	c.1099-15	c.1249+15	11	NC_000011.9	32417968	32417788
WT1	NM_024426.4	Exon 08	08	c.1250-15	c.1339+15	11	NC_000011.9	32414316	32414197
WT1	NM_024426.4	Exon 09	09	c.1340-15	c.1432+15	11	NC_000011.9	32413625	32413503
WT1	NM_024426.4	Exon 10	10	c.1433-15	c.*15	11	NC_000011.9	32410740	32410589
